"ProductCode","ProductName","ProductSaleGroup","ATC_code","PackageQuantityValue","PackageQuantityUnit","sYear","PackageAmountSoldValue","PackageAmountSoldUnit","API_Name","API_ConcentrationPerItemValue","API_ConcentrationPerItemUnit","API_AmountPerPackageValue","API_AmountPerPackageUnit","API_AmountSoldValue","API_AmountSoldUnit","API_toxicity","API_PNEC_gL","API_sold","flag","comment"
165249,"Almina 28 tab 100/20mcg","C","G03AA07",84,"pills",2018,100891,"CountOfPackages","ethinylestradiol",2e-5,"g/pill",0.00168,"g",169.49688,"g/year","1",3e-11,"1",NA,NA
165249,"Almina 28 tab 100/20mcg","C","G03AA07",84,"pills",2019,61624,"CountOfPackages","levonorgestrel",1e-4,"g/pill",0.0084,"g",517.6416,"g/year","1",1e-11,"1",NA,NA
165249,"Almina 28 tab 100/20mcg","C","G03AA07",84,"pills",2019,61624,"CountOfPackages","ethinylestradiol",2e-5,"g/pill",0.00168,"g",103.52832,"g/year","1",3e-11,"1",NA,NA
61935,"Altermol tab 500/30mg","B","N02AJ06",20,"pills",2016,25958,"CountOfPackages","paracetamol",0.5,"g/pill",10,"g",259580,"g/year","1",9.2e-6,"1",NA,NA
411253,"Altermol tab 500/30mg","B","N02AJ06",100,"pills",2016,18962.9,"CountOfPackages","paracetamol",0.5,"g/pill",50,"g",948145,"g/year","1",9.2e-6,"1",NA,NA
129722,"Altermol tab 500/30mg","B","N02AJ06",10,"pills",2016,5581,"CountOfPackages","paracetamol",0.5,"g/pill",5,"g",27905,"g/year","1",9.2e-6,"1",NA,NA
376910,"Altermol tab 500/30mg","B","N02AJ06",50,"pills",2016,14935,"CountOfPackages","paracetamol",0.5,"g/pill",25,"g",373375,"g/year","1",9.2e-6,"1",NA,NA
61935,"Altermol tab 500/30mg","B","N02AJ06",20,"pills",2017,44085,"CountOfPackages","paracetamol",0.5,"g/pill",10,"g",440850,"g/year","1",9.2e-6,"1",NA,NA
411253,"Altermol tab 500/30mg","B","N02AJ06",100,"pills",2017,31567.47,"CountOfPackages","paracetamol",0.5,"g/pill",50,"g",1578373.5,"g/year","1",9.2e-6,"1",NA,NA
129722,"Altermol tab 500/30mg","B","N02AJ06",10,"pills",2017,7905,"CountOfPackages","paracetamol",0.5,"g/pill",5,"g",39525,"g/year","1",9.2e-6,"1",NA,NA
376910,"Altermol tab 500/30mg","B","N02AJ06",50,"pills",2017,25237,"CountOfPackages","paracetamol",0.5,"g/pill",25,"g",630925,"g/year","1",9.2e-6,"1",NA,NA
61935,"Altermol tab 500/30mg","B","N02AJ06",20,"pills",2018,43660,"CountOfPackages","paracetamol",0.5,"g/pill",10,"g",436600,"g/year","1",9.2e-6,"1",NA,NA
411253,"Altermol tab 500/30mg","B","N02AJ06",100,"pills",2018,32642.07,"CountOfPackages","paracetamol",0.5,"g/pill",50,"g",1632103.5,"g/year","1",9.2e-6,"1",NA,NA
129722,"Altermol tab 500/30mg","B","N02AJ06",10,"pills",2018,8047,"CountOfPackages","paracetamol",0.5,"g/pill",5,"g",40235,"g/year","1",9.2e-6,"1",NA,NA
376910,"Altermol tab 500/30mg","B","N02AJ06",50,"pills",2018,26784,"CountOfPackages","paracetamol",0.5,"g/pill",25,"g",669600,"g/year","1",9.2e-6,"1",NA,NA
61935,"Altermol tab 500/30mg","B","N02AJ06",20,"pills",2019,35535,"CountOfPackages","paracetamol",0.5,"g/pill",10,"g",355350,"g/year","1",9.2e-6,"1",NA,NA
411253,"Altermol tab 500/30mg","B","N02AJ06",100,"pills",2019,30525.06,"CountOfPackages","paracetamol",0.5,"g/pill",50,"g",1526253,"g/year","1",9.2e-6,"1",NA,NA
129722,"Altermol tab 500/30mg","B","N02AJ06",10,"pills",2019,8390,"CountOfPackages","paracetamol",0.5,"g/pill",5,"g",41950,"g/year","1",9.2e-6,"1",NA,NA
376910,"Altermol tab 500/30mg","B","N02AJ06",50,"pills",2019,25944,"CountOfPackages","paracetamol",0.5,"g/pill",25,"g",648600,"g/year","1",9.2e-6,"1",NA,NA
19034,"Amoxicillin mylan kaps 250mg","C","J01CA04",20,"pills",1999,1683,"CountOfPackages","amoxicillin",0.25,"g/pill",5,"g",8415,"g/year","1",7.8e-8,"1",NA,NA
19299,"Amoxicillin mylan kaps 250mg","C","J01CA04",30,"pills",1999,1664,"CountOfPackages","amoxicillin",0.25,"g/pill",7.5,"g",12480,"g/year","1",7.8e-8,"1",NA,NA
19034,"Amoxicillin mylan kaps 250mg","C","J01CA04",20,"pills",2000,1993,"CountOfPackages","amoxicillin",0.25,"g/pill",5,"g",9965,"g/year","1",7.8e-8,"1",NA,NA
19299,"Amoxicillin mylan kaps 250mg","C","J01CA04",30,"pills",2000,1780,"CountOfPackages","amoxicillin",0.25,"g/pill",7.5,"g",13350,"g/year","1",7.8e-8,"1",NA,NA
19034,"Amoxicillin mylan kaps 250mg","C","J01CA04",20,"pills",2001,3052,"CountOfPackages","amoxicillin",0.25,"g/pill",5,"g",15260,"g/year","1",7.8e-8,"1",NA,NA
19299,"Amoxicillin mylan kaps 250mg","C","J01CA04",30,"pills",2001,3332,"CountOfPackages","amoxicillin",0.25,"g/pill",7.5,"g",24990,"g/year","1",7.8e-8,"1",NA,NA
19034,"Amoxicillin mylan kaps 250mg","C","J01CA04",20,"pills",2002,5259,"CountOfPackages","amoxicillin",0.25,"g/pill",5,"g",26295,"g/year","1",7.8e-8,"1",NA,NA
19299,"Amoxicillin mylan kaps 250mg","C","J01CA04",30,"pills",2002,4131,"CountOfPackages","amoxicillin",0.25,"g/pill",7.5,"g",30982.5,"g/year","1",7.8e-8,"1",NA,NA
19034,"Amoxicillin mylan kaps 250mg","C","J01CA04",20,"pills",2003,5536,"CountOfPackages","amoxicillin",0.25,"g/pill",5,"g",27680,"g/year","1",7.8e-8,"1",NA,NA
19299,"Amoxicillin mylan kaps 250mg","C","J01CA04",30,"pills",2003,5142,"CountOfPackages","amoxicillin",0.25,"g/pill",7.5,"g",38565,"g/year","1",7.8e-8,"1",NA,NA
19299,"Amoxicillin mylan kaps 250mg","C","J01CA04",30,"pills",2004,5166,"CountOfPackages","amoxicillin",0.25,"g/pill",7.5,"g",38745,"g/year","1",7.8e-8,"1",NA,NA
19034,"Amoxicillin mylan kaps 250mg","C","J01CA04",20,"pills",2004,4811,"CountOfPackages","amoxicillin",0.25,"g/pill",5,"g",24055,"g/year","1",7.8e-8,"1",NA,NA
19299,"Amoxicillin mylan kaps 250mg","C","J01CA04",30,"pills",2005,9206,"CountOfPackages","amoxicillin",0.25,"g/pill",7.5,"g",69045,"g/year","1",7.8e-8,"1",NA,NA
19034,"Amoxicillin mylan kaps 250mg","C","J01CA04",20,"pills",2005,9781,"CountOfPackages","amoxicillin",0.25,"g/pill",5,"g",48905,"g/year","1",7.8e-8,"1",NA,NA
19299,"Amoxicillin mylan kaps 250mg","C","J01CA04",30,"pills",2006,10232,"CountOfPackages","amoxicillin",0.25,"g/pill",7.5,"g",76740,"g/year","1",7.8e-8,"1",NA,NA
19034,"Amoxicillin mylan kaps 250mg","C","J01CA04",20,"pills",2006,9399,"CountOfPackages","amoxicillin",0.25,"g/pill",5,"g",46995,"g/year","1",7.8e-8,"1",NA,NA
19299,"Amoxicillin mylan kaps 250mg","C","J01CA04",30,"pills",2007,8462,"CountOfPackages","amoxicillin",0.25,"g/pill",7.5,"g",63465,"g/year","1",7.8e-8,"1",NA,NA
19034,"Amoxicillin mylan kaps 250mg","C","J01CA04",20,"pills",2007,8972,"CountOfPackages","amoxicillin",0.25,"g/pill",5,"g",44860,"g/year","1",7.8e-8,"1",NA,NA
19299,"Amoxicillin mylan kaps 250mg","C","J01CA04",30,"pills",2008,881,"CountOfPackages","amoxicillin",0.25,"g/pill",7.5,"g",6607.5,"g/year","1",7.8e-8,"1",NA,NA
19034,"Amoxicillin mylan kaps 250mg","C","J01CA04",20,"pills",2008,1119,"CountOfPackages","amoxicillin",0.25,"g/pill",5,"g",5595,"g/year","1",7.8e-8,"1",NA,NA
19299,"Amoxicillin mylan kaps 250mg","C","J01CA04",30,"pills",2009,11096,"CountOfPackages","amoxicillin",0.25,"g/pill",7.5,"g",83220,"g/year","1",7.8e-8,"1",NA,NA
19034,"Amoxicillin mylan kaps 250mg","C","J01CA04",20,"pills",2009,10322,"CountOfPackages","amoxicillin",0.25,"g/pill",5,"g",51610,"g/year","1",7.8e-8,"1",NA,NA
19299,"Amoxicillin mylan kaps 250mg","C","J01CA04",30,"pills",2010,13068,"CountOfPackages","amoxicillin",0.25,"g/pill",7.5,"g",98010,"g/year","1",7.8e-8,"1",NA,NA
19034,"Amoxicillin mylan kaps 250mg","C","J01CA04",20,"pills",2010,10217,"CountOfPackages","amoxicillin",0.25,"g/pill",5,"g",51085,"g/year","1",7.8e-8,"1",NA,NA
19034,"Amoxicillin mylan kaps 250mg","C","J01CA04",20,"pills",2011,10701,"CountOfPackages","amoxicillin",0.25,"g/pill",5,"g",53505,"g/year","1",7.8e-8,"1",NA,NA
19299,"Amoxicillin mylan kaps 250mg","C","J01CA04",30,"pills",2011,13601,"CountOfPackages","amoxicillin",0.25,"g/pill",7.5,"g",102007.5,"g/year","1",7.8e-8,"1",NA,NA
19299,"Amoxicillin mylan kaps 250mg","C","J01CA04",30,"pills",2012,14874,"CountOfPackages","amoxicillin",0.25,"g/pill",7.5,"g",111555,"g/year","1",7.8e-8,"1",NA,NA
19034,"Amoxicillin mylan kaps 250mg","C","J01CA04",20,"pills",2012,11141,"CountOfPackages","amoxicillin",0.25,"g/pill",5,"g",55705,"g/year","1",7.8e-8,"1",NA,NA
19034,"Amoxicillin mylan kaps 250mg","C","J01CA04",20,"pills",2013,10848,"CountOfPackages","amoxicillin",0.25,"g/pill",5,"g",54240,"g/year","1",7.8e-8,"1",NA,NA
19299,"Amoxicillin mylan kaps 250mg","C","J01CA04",30,"pills",2013,12727,"CountOfPackages","amoxicillin",0.25,"g/pill",7.5,"g",95452.5,"g/year","1",7.8e-8,"1",NA,NA
19299,"Amoxicillin mylan kaps 250mg","C","J01CA04",30,"pills",2014,12646,"CountOfPackages","amoxicillin",0.25,"g/pill",7.5,"g",94845,"g/year","1",7.8e-8,"1",NA,NA
19034,"Amoxicillin mylan kaps 250mg","C","J01CA04",20,"pills",2014,10290,"CountOfPackages","amoxicillin",0.25,"g/pill",5,"g",51450,"g/year","1",7.8e-8,"1",NA,NA
19299,"Amoxicillin mylan kaps 250mg","C","J01CA04",30,"pills",2015,10479,"CountOfPackages","amoxicillin",0.25,"g/pill",7.5,"g",78592.5,"g/year","1",7.8e-8,"1",NA,NA
19034,"Amoxicillin mylan kaps 250mg","C","J01CA04",20,"pills",2015,6953,"CountOfPackages","amoxicillin",0.25,"g/pill",5,"g",34765,"g/year","1",7.8e-8,"1",NA,NA
19034,"Amoxicillin mylan kaps 250mg","C","J01CA04",20,"pills",2016,5482,"CountOfPackages","amoxicillin",0.25,"g/pill",5,"g",27410,"g/year","1",7.8e-8,"1",NA,NA
19299,"Amoxicillin mylan kaps 250mg","C","J01CA04",30,"pills",2016,7395,"CountOfPackages","amoxicillin",0.25,"g/pill",7.5,"g",55462.5,"g/year","1",7.8e-8,"1",NA,NA
19299,"Amoxicillin mylan kaps 250mg","C","J01CA04",30,"pills",2017,6817,"CountOfPackages","amoxicillin",0.25,"g/pill",7.5,"g",51127.5,"g/year","1",7.8e-8,"1",NA,NA
19034,"Amoxicillin mylan kaps 250mg","C","J01CA04",20,"pills",2017,4819,"CountOfPackages","amoxicillin",0.25,"g/pill",5,"g",24095,"g/year","1",7.8e-8,"1",NA,NA
19299,"Amoxicillin mylan kaps 250mg","C","J01CA04",30,"pills",2018,8354,"CountOfPackages","amoxicillin",0.25,"g/pill",7.5,"g",62655,"g/year","1",7.8e-8,"1",NA,NA
19034,"Amoxicillin mylan kaps 250mg","C","J01CA04",20,"pills",2018,6406,"CountOfPackages","amoxicillin",0.25,"g/pill",5,"g",32030,"g/year","1",7.8e-8,"1",NA,NA
19299,"Amoxicillin mylan kaps 250mg","C","J01CA04",30,"pills",2019,3912,"CountOfPackages","amoxicillin",0.25,"g/pill",7.5,"g",29340,"g/year","1",7.8e-8,"1",NA,NA
19034,"Amoxicillin mylan kaps 250mg","C","J01CA04",20,"pills",2019,2464,"CountOfPackages","amoxicillin",0.25,"g/pill",5,"g",12320,"g/year","1",7.8e-8,"1",NA,NA
19968,"Amoxicillin mylan kaps 500mg","C","J01CA04",30,"pills",1999,4224,"CountOfPackages","amoxicillin",0.5,"g/pill",15,"g",63360,"g/year","1",7.8e-8,"1",NA,NA
19786,"Amoxicillin mylan kaps 500mg","C","J01CA04",20,"pills",1999,4272,"CountOfPackages","amoxicillin",0.5,"g/pill",10,"g",42720,"g/year","1",7.8e-8,"1",NA,NA
20164,"Amoxicillin mylan kaps 500mg","C","J01CA04",100,"pills",1999,619,"CountOfPackages","amoxicillin",0.5,"g/pill",50,"g",30950,"g/year","1",7.8e-8,"1",NA,NA
19786,"Amoxicillin mylan kaps 500mg","C","J01CA04",20,"pills",2000,5706,"CountOfPackages","amoxicillin",0.5,"g/pill",10,"g",57060,"g/year","1",7.8e-8,"1",NA,NA
19968,"Amoxicillin mylan kaps 500mg","C","J01CA04",30,"pills",2000,5920,"CountOfPackages","amoxicillin",0.5,"g/pill",15,"g",88800,"g/year","1",7.8e-8,"1",NA,NA
20164,"Amoxicillin mylan kaps 500mg","C","J01CA04",100,"pills",2000,771,"CountOfPackages","amoxicillin",0.5,"g/pill",50,"g",38550,"g/year","1",7.8e-8,"1",NA,NA
19968,"Amoxicillin mylan kaps 500mg","C","J01CA04",30,"pills",2001,8434,"CountOfPackages","amoxicillin",0.5,"g/pill",15,"g",126510,"g/year","1",7.8e-8,"1",NA,NA
19786,"Amoxicillin mylan kaps 500mg","C","J01CA04",20,"pills",2001,7167,"CountOfPackages","amoxicillin",0.5,"g/pill",10,"g",71670,"g/year","1",7.8e-8,"1",NA,NA
20164,"Amoxicillin mylan kaps 500mg","C","J01CA04",100,"pills",2001,973,"CountOfPackages","amoxicillin",0.5,"g/pill",50,"g",48650,"g/year","1",7.8e-8,"1",NA,NA
19968,"Amoxicillin mylan kaps 500mg","C","J01CA04",30,"pills",2002,10162,"CountOfPackages","amoxicillin",0.5,"g/pill",15,"g",152430,"g/year","1",7.8e-8,"1",NA,NA
20164,"Amoxicillin mylan kaps 500mg","C","J01CA04",100,"pills",2002,1359,"CountOfPackages","amoxicillin",0.5,"g/pill",50,"g",67950,"g/year","1",7.8e-8,"1",NA,NA
19786,"Amoxicillin mylan kaps 500mg","C","J01CA04",20,"pills",2002,7992,"CountOfPackages","amoxicillin",0.5,"g/pill",10,"g",79920,"g/year","1",7.8e-8,"1",NA,NA
19786,"Amoxicillin mylan kaps 500mg","C","J01CA04",20,"pills",2003,11191,"CountOfPackages","amoxicillin",0.5,"g/pill",10,"g",111910,"g/year","1",7.8e-8,"1",NA,NA
19968,"Amoxicillin mylan kaps 500mg","C","J01CA04",30,"pills",2003,13559,"CountOfPackages","amoxicillin",0.5,"g/pill",15,"g",203385,"g/year","1",7.8e-8,"1",NA,NA
20164,"Amoxicillin mylan kaps 500mg","C","J01CA04",100,"pills",2003,1358,"CountOfPackages","amoxicillin",0.5,"g/pill",50,"g",67900,"g/year","1",7.8e-8,"1",NA,NA
20164,"Amoxicillin mylan kaps 500mg","C","J01CA04",100,"pills",2004,1574,"CountOfPackages","amoxicillin",0.5,"g/pill",50,"g",78700,"g/year","1",7.8e-8,"1",NA,NA
19968,"Amoxicillin mylan kaps 500mg","C","J01CA04",30,"pills",2004,14341,"CountOfPackages","amoxicillin",0.5,"g/pill",15,"g",215115,"g/year","1",7.8e-8,"1",NA,NA
19786,"Amoxicillin mylan kaps 500mg","C","J01CA04",20,"pills",2004,12029,"CountOfPackages","amoxicillin",0.5,"g/pill",10,"g",120290,"g/year","1",7.8e-8,"1",NA,NA
20164,"Amoxicillin mylan kaps 500mg","C","J01CA04",100,"pills",2005,2364,"CountOfPackages","amoxicillin",0.5,"g/pill",50,"g",118200,"g/year","1",7.8e-8,"1",NA,NA
19968,"Amoxicillin mylan kaps 500mg","C","J01CA04",30,"pills",2005,29658,"CountOfPackages","amoxicillin",0.5,"g/pill",15,"g",444870,"g/year","1",7.8e-8,"1",NA,NA
19786,"Amoxicillin mylan kaps 500mg","C","J01CA04",20,"pills",2005,17471,"CountOfPackages","amoxicillin",0.5,"g/pill",10,"g",174710,"g/year","1",7.8e-8,"1",NA,NA
19968,"Amoxicillin mylan kaps 500mg","C","J01CA04",30,"pills",2006,38562,"CountOfPackages","amoxicillin",0.5,"g/pill",15,"g",578430,"g/year","1",7.8e-8,"1",NA,NA
20164,"Amoxicillin mylan kaps 500mg","C","J01CA04",100,"pills",2006,2038,"CountOfPackages","amoxicillin",0.5,"g/pill",50,"g",101900,"g/year","1",7.8e-8,"1",NA,NA
19786,"Amoxicillin mylan kaps 500mg","C","J01CA04",20,"pills",2006,27191,"CountOfPackages","amoxicillin",0.5,"g/pill",10,"g",271910,"g/year","1",7.8e-8,"1",NA,NA
19786,"Amoxicillin mylan kaps 500mg","C","J01CA04",20,"pills",2007,9429,"CountOfPackages","amoxicillin",0.5,"g/pill",10,"g",94290,"g/year","1",7.8e-8,"1",NA,NA
19968,"Amoxicillin mylan kaps 500mg","C","J01CA04",30,"pills",2007,32551,"CountOfPackages","amoxicillin",0.5,"g/pill",15,"g",488265,"g/year","1",7.8e-8,"1",NA,NA
20164,"Amoxicillin mylan kaps 500mg","C","J01CA04",100,"pills",2007,2942,"CountOfPackages","amoxicillin",0.5,"g/pill",50,"g",147100,"g/year","1",7.8e-8,"1",NA,NA
19786,"Amoxicillin mylan kaps 500mg","C","J01CA04",20,"pills",2008,2291,"CountOfPackages","amoxicillin",0.5,"g/pill",10,"g",22910,"g/year","1",7.8e-8,"1",NA,NA
19968,"Amoxicillin mylan kaps 500mg","C","J01CA04",30,"pills",2008,3791,"CountOfPackages","amoxicillin",0.5,"g/pill",15,"g",56865,"g/year","1",7.8e-8,"1",NA,NA
20164,"Amoxicillin mylan kaps 500mg","C","J01CA04",100,"pills",2008,617,"CountOfPackages","amoxicillin",0.5,"g/pill",50,"g",30850,"g/year","1",7.8e-8,"1",NA,NA
19968,"Amoxicillin mylan kaps 500mg","C","J01CA04",30,"pills",2009,47428,"CountOfPackages","amoxicillin",0.5,"g/pill",15,"g",711420,"g/year","1",7.8e-8,"1",NA,NA
19786,"Amoxicillin mylan kaps 500mg","C","J01CA04",20,"pills",2009,34171,"CountOfPackages","amoxicillin",0.5,"g/pill",10,"g",341710,"g/year","1",7.8e-8,"1",NA,NA
20164,"Amoxicillin mylan kaps 500mg","C","J01CA04",100,"pills",2009,2192,"CountOfPackages","amoxicillin",0.5,"g/pill",50,"g",109600,"g/year","1",7.8e-8,"1",NA,NA
19968,"Amoxicillin mylan kaps 500mg","C","J01CA04",30,"pills",2010,66933,"CountOfPackages","amoxicillin",0.5,"g/pill",15,"g",1003995,"g/year","1",7.8e-8,"1",NA,NA
19786,"Amoxicillin mylan kaps 500mg","C","J01CA04",20,"pills",2010,37138,"CountOfPackages","amoxicillin",0.5,"g/pill",10,"g",371380,"g/year","1",7.8e-8,"1",NA,NA
20164,"Amoxicillin mylan kaps 500mg","C","J01CA04",100,"pills",2010,2405,"CountOfPackages","amoxicillin",0.5,"g/pill",50,"g",120250,"g/year","1",7.8e-8,"1",NA,NA
20164,"Amoxicillin mylan kaps 500mg","C","J01CA04",100,"pills",2011,2873,"CountOfPackages","amoxicillin",0.5,"g/pill",50,"g",143650,"g/year","1",7.8e-8,"1",NA,NA
19786,"Amoxicillin mylan kaps 500mg","C","J01CA04",20,"pills",2011,40396,"CountOfPackages","amoxicillin",0.5,"g/pill",10,"g",403960,"g/year","1",7.8e-8,"1",NA,NA
19968,"Amoxicillin mylan kaps 500mg","C","J01CA04",30,"pills",2011,70302,"CountOfPackages","amoxicillin",0.5,"g/pill",15,"g",1054530,"g/year","1",7.8e-8,"1",NA,NA
20164,"Amoxicillin mylan kaps 500mg","C","J01CA04",100,"pills",2012,3877,"CountOfPackages","amoxicillin",0.5,"g/pill",50,"g",193850,"g/year","1",7.8e-8,"1",NA,NA
19786,"Amoxicillin mylan kaps 500mg","C","J01CA04",20,"pills",2012,48623,"CountOfPackages","amoxicillin",0.5,"g/pill",10,"g",486230,"g/year","1",7.8e-8,"1",NA,NA
19968,"Amoxicillin mylan kaps 500mg","C","J01CA04",30,"pills",2012,70593,"CountOfPackages","amoxicillin",0.5,"g/pill",15,"g",1058895,"g/year","1",7.8e-8,"1",NA,NA
19786,"Amoxicillin mylan kaps 500mg","C","J01CA04",20,"pills",2013,65166,"CountOfPackages","amoxicillin",0.5,"g/pill",10,"g",651660,"g/year","1",7.8e-8,"1",NA,NA
20164,"Amoxicillin mylan kaps 500mg","C","J01CA04",100,"pills",2013,2724,"CountOfPackages","amoxicillin",0.5,"g/pill",50,"g",136200,"g/year","1",7.8e-8,"1",NA,NA
19968,"Amoxicillin mylan kaps 500mg","C","J01CA04",30,"pills",2013,54563,"CountOfPackages","amoxicillin",0.5,"g/pill",15,"g",818445,"g/year","1",7.8e-8,"1",NA,NA
20164,"Amoxicillin mylan kaps 500mg","C","J01CA04",100,"pills",2014,3852,"CountOfPackages","amoxicillin",0.5,"g/pill",50,"g",192600,"g/year","1",7.8e-8,"1",NA,NA
19968,"Amoxicillin mylan kaps 500mg","C","J01CA04",30,"pills",2014,88889,"CountOfPackages","amoxicillin",0.5,"g/pill",15,"g",1333335,"g/year","1",7.8e-8,"1",NA,NA
19786,"Amoxicillin mylan kaps 500mg","C","J01CA04",20,"pills",2014,23170,"CountOfPackages","amoxicillin",0.5,"g/pill",10,"g",231700,"g/year","1",7.8e-8,"1",NA,NA
19786,"Amoxicillin mylan kaps 500mg","C","J01CA04",20,"pills",2015,42737,"CountOfPackages","amoxicillin",0.5,"g/pill",10,"g",427370,"g/year","1",7.8e-8,"1",NA,NA
19968,"Amoxicillin mylan kaps 500mg","C","J01CA04",30,"pills",2015,81220,"CountOfPackages","amoxicillin",0.5,"g/pill",15,"g",1218300,"g/year","1",7.8e-8,"1",NA,NA
